datetime,open,high,low,close,volume
2021-12-30 10:25:00+08:00,4949.0,4949.8,4945.2,4946.2,266.0
2021-12-30 10:26:00+08:00,4946.2,4950.0,4946.2,4949.2,284.0
2021-12-30 10:27:00+08:00,4949.4,4951.8,4947.8,4947.8,417.0
2021-12-30 10:28:00+08:00,4949.2,4950.2,4948.6,4948.8,193.0
2021-12-30 10:29:00+08:00,4948.8,4950.0,4946.6,4950.0,216.0
2021-12-30 10:30:00+08:00,4950.4,4956.6,4950.4,4952.8,830.0
2021-12-30 10:31:00+08:00,4952.2,4956.2,4952.2,4953.0,378.0
2021-12-30 10:32:00+08:00,4953.0,4959.8,4952.0,4957.2,655.0
2021-12-30 10:33:00+08:00,4956.8,4960.0,4956.8,4958.6,326.0
2021-12-30 10:34:00+08:00,4958.4,4961.8,4958.4,4961.8,472.0
2021-12-30 10:35:00+08:00,4961.6,4962.6,4957.6,4958.4,627.0
2021-12-30 10:36:00+08:00,4958.8,4958.8,4956.6,4958.0,291.0
2021-12-30 10:37:00+08:00,4957.8,4959.2,4956.8,4959.0,184.0
2021-12-30 10:38:00+08:00,4958.8,4960.0,4955.8,4958.0,262.0
2021-12-30 10:39:00+08:00,4958.6,4960.8,4958.2,4959.4,175.0
2021-12-30 10:40:00+08:00,4959.4,4959.6,4954.4,4955.8,391.0
2021-12-30 10:41:00+08:00,4956.0,4957.6,4954.2,4954.2,214.0
2021-12-30 10:42:00+08:00,4954.2,4957.8,4954.2,4957.8,171.0
2021-12-30 10:43:00+08:00,4957.8,4959.0,4954.2,4954.2,195.0
2021-12-30 10:44:00+08:00,4954.2,4959.4,4954.2,4958.8,114.0
2021-12-30 10:45:00+08:00,4958.6,4959.2,4955.6,4958.4,310.0
2021-12-30 10:46:00+08:00,4958.4,4959.8,4956.8,4957.8,205.0
2021-12-30 10:47:00+08:00,4957.8,4957.8,4952.2,4953.8,282.0
2021-12-30 10:48:00+08:00,4953.8,4957.2,4953.8,4956.0,209.0
2021-12-30 10:49:00+08:00,4955.6,4956.8,4953.8,4954.0,269.0
2021-12-30 10:50:00+08:00,4954.4,4955.0,4951.8,4952.4,241.0
2021-12-30 10:51:00+08:00,4952.0,4954.0,4951.8,4953.0,148.0
2021-12-30 10:52:00+08:00,4953.0,4953.2,4950.6,4950.6,229.0
2021-12-30 10:53:00+08:00,4950.8,4950.8,4946.4,4948.4,669.0
2021-12-30 10:54:00+08:00,4948.4,4952.0,4947.6,4951.8,230.0
2021-12-30 10:55:00+08:00,4951.8,4952.8,4951.0,4952.0,144.0
2021-12-30 10:56:00+08:00,4951.4,4952.6,4951.0,4952.2,80.0
2021-12-30 10:57:00+08:00,4952.6,4953.4,4951.0,4953.4,137.0
2021-12-30 10:58:00+08:00,4953.4,4957.6,4953.2,4957.2,307.0
2021-12-30 10:59:00+08:00,4957.0,4959.4,4955.8,4958.6,274.0
2021-12-30 11:00:00+08:00,4958.8,4963.0,4957.8,4957.8,512.0
2021-12-30 11:01:00+08:00,4958.4,4959.8,4956.8,4956.8,260.0
2021-12-30 11:02:00+08:00,4956.4,4956.4,4952.8,4953.6,327.0
2021-12-30 11:03:00+08:00,4953.6,4955.6,4951.6,4955.6,222.0
2021-12-30 11:04:00+08:00,4955.2,4957.0,4955.0,4956.8,129.0
2021-12-30 11:05:00+08:00,4956.8,4956.8,4952.8,4954.0,206.0
2021-12-30 11:06:00+08:00,4953.6,4958.2,4953.6,4958.2,150.0
2021-12-30 11:07:00+08:00,4958.2,4962.0,4957.2,4960.6,240.0
2021-12-30 11:08:00+08:00,4960.2,4961.2,4958.8,4961.0,187.0
2021-12-30 11:09:00+08:00,4961.0,4961.0,4958.0,4960.8,132.0
2021-12-30 11:10:00+08:00,4960.8,4962.0,4959.4,4962.0,179.0
2021-12-30 11:11:00+08:00,4962.0,4962.0,4955.8,4956.0,190.0
2021-12-30 11:12:00+08:00,4956.2,4957.8,4953.0,4954.2,269.0
2021-12-30 11:13:00+08:00,4954.2,4955.8,4953.6,4955.2,99.0
2021-12-30 11:14:00+08:00,4955.2,4956.2,4953.0,4956.0,75.0
2021-12-30 11:15:00+08:00,4955.4,4956.8,4954.2,4956.8,103.0
2021-12-30 11:16:00+08:00,4956.8,4959.8,4956.6,4959.8,152.0
2021-12-30 11:17:00+08:00,4959.0,4959.8,4956.8,4958.4,225.0
2021-12-30 11:18:00+08:00,4958.4,4959.2,4956.8,4956.8,134.0
2021-12-30 11:19:00+08:00,4956.8,4959.6,4956.8,4959.0,109.0
2021-12-30 11:20:00+08:00,4959.0,4959.8,4958.0,4958.8,121.0
2021-12-30 11:21:00+08:00,4958.8,4960.0,4957.6,4960.0,181.0
2021-12-30 11:22:00+08:00,4960.4,4961.8,4960.0,4960.4,196.0
2021-12-30 11:23:00+08:00,4960.2,4961.4,4959.4,4960.6,201.0
2021-12-30 11:24:00+08:00,4961.2,4964.0,4960.6,4963.6,452.0
2021-12-30 11:25:00+08:00,4963.2,4964.0,4960.8,4961.4,223.0
2021-12-30 11:26:00+08:00,4961.4,4962.0,4958.8,4959.0,170.0
2021-12-30 11:27:00+08:00,4959.4,4961.2,4958.6,4961.0,168.0
2021-12-30 11:28:00+08:00,4961.0,4962.6,4960.8,4961.2,113.0
2021-12-30 11:29:00+08:00,4961.8,4961.8,4957.6,4957.6,190.0
2021-12-30 11:30:00+08:00,4958.4,4958.4,4958.4,4958.4,1.0
2021-12-30 13:00:00+08:00,4955.8,4957.8,4955.8,4957.6,364.0
2021-12-30 13:01:00+08:00,4957.6,4959.4,4956.6,4957.4,152.0
2021-12-30 13:02:00+08:00,4957.4,4958.2,4955.0,4955.0,144.0
2021-12-30 13:03:00+08:00,4954.8,4955.2,4953.2,4954.2,163.0
2021-12-30 13:04:00+08:00,4953.2,4957.4,4953.0,4956.4,181.0
2021-12-30 13:05:00+08:00,4956.4,4957.2,4953.8,4954.0,154.0
2021-12-30 13:06:00+08:00,4953.8,4954.2,4952.0,4953.2,213.0
2021-12-30 13:07:00+08:00,4953.0,4953.6,4952.0,4953.4,119.0
2021-12-30 13:08:00+08:00,4953.4,4956.0,4953.4,4955.2,74.0
2021-12-30 13:09:00+08:00,4955.0,4956.0,4953.8,4954.6,64.0
2021-12-30 13:10:00+08:00,4954.2,4957.0,4953.6,4956.8,112.0
2021-12-30 13:11:00+08:00,4956.8,4956.8,4953.0,4954.0,173.0
2021-12-30 13:12:00+08:00,4954.4,4955.2,4953.8,4954.6,69.0
2021-12-30 13:13:00+08:00,4954.6,4954.6,4952.2,4952.6,124.0
2021-12-30 13:14:00+08:00,4952.4,4956.0,4952.2,4953.6,124.0
2021-12-30 13:15:00+08:00,4953.4,4955.4,4952.8,4954.6,104.0
2021-12-30 13:16:00+08:00,4954.6,4955.0,4953.4,4953.6,61.0
2021-12-30 13:17:00+08:00,4953.6,4954.4,4951.8,4951.8,99.0
2021-12-30 13:18:00+08:00,4951.6,4953.2,4951.4,4953.0,158.0
2021-12-30 13:19:00+08:00,4953.2,4954.8,4952.2,4952.8,241.0
2021-12-30 13:20:00+08:00,4953.0,4953.0,4950.4,4951.2,170.0
2021-12-30 13:21:00+08:00,4951.0,4952.2,4951.0,4951.0,144.0
2021-12-30 13:22:00+08:00,4951.0,4951.0,4948.8,4949.2,311.0
2021-12-30 13:23:00+08:00,4949.4,4950.0,4946.6,4946.6,497.0
2021-12-30 13:24:00+08:00,4946.6,4946.8,4943.4,4944.8,544.0
2021-12-30 13:25:00+08:00,4945.8,4946.6,4943.6,4944.6,210.0
2021-12-30 13:26:00+08:00,4944.6,4946.0,4944.0,4944.4,236.0
2021-12-30 13:27:00+08:00,4943.8,4945.4,4942.6,4944.6,336.0
2021-12-30 13:28:00+08:00,4945.0,4945.0,4943.0,4943.8,160.0
2021-12-30 13:29:00+08:00,4943.8,4944.4,4943.0,4943.6,155.0
2021-12-30 13:30:00+08:00,4943.6,4943.6,4942.0,4942.0,222.0
2021-12-30 13:31:00+08:00,4942.0,4943.6,4941.0,4943.0,307.0
2021-12-30 13:32:00+08:00,4942.8,4942.8,4940.0,4940.0,263.0
2021-12-30 13:33:00+08:00,4940.2,4941.4,4939.0,4940.4,424.0
2021-12-30 13:34:00+08:00,4940.4,4941.2,4938.8,4939.2,289.0
2021-12-30 13:35:00+08:00,4939.6,4939.6,4936.8,4937.4,408.0
2021-12-30 13:36:00+08:00,4936.6,4938.6,4935.8,4937.0,322.0
2021-12-30 13:37:00+08:00,4937.2,4939.0,4936.6,4938.6,146.0
2021-12-30 13:38:00+08:00,4938.4,4940.4,4938.0,4939.8,202.0
2021-12-30 13:39:00+08:00,4939.6,4940.4,4938.4,4940.2,136.0
2021-12-30 13:40:00+08:00,4940.4,4940.4,4939.0,4939.8,128.0
2021-12-30 13:41:00+08:00,4939.8,4939.8,4936.6,4937.4,231.0
2021-12-30 13:42:00+08:00,4936.8,4937.4,4934.4,4934.4,408.0
2021-12-30 13:43:00+08:00,4934.0,4934.2,4932.8,4933.0,318.0
2021-12-30 13:44:00+08:00,4933.0,4934.8,4932.0,4934.2,314.0
2021-12-30 13:45:00+08:00,4934.0,4934.8,4932.8,4934.2,177.0
2021-12-30 13:46:00+08:00,4934.2,4935.2,4933.2,4935.2,99.0
2021-12-30 13:47:00+08:00,4935.2,4936.0,4933.8,4933.8,279.0
2021-12-30 13:48:00+08:00,4933.8,4935.0,4933.0,4933.4,161.0
2021-12-30 13:49:00+08:00,4933.4,4936.6,4933.4,4936.0,200.0
2021-12-30 13:50:00+08:00,4935.8,4937.6,4934.4,4934.6,307.0
2021-12-30 13:51:00+08:00,4934.8,4937.2,4934.0,4935.6,216.0
2021-12-30 13:52:00+08:00,4935.6,4936.4,4934.0,4935.8,115.0
2021-12-30 13:53:00+08:00,4936.0,4936.4,4934.4,4936.0,70.0
2021-12-30 13:54:00+08:00,4936.0,4937.4,4935.0,4936.2,104.0
2021-12-30 13:55:00+08:00,4936.2,4936.8,4934.8,4935.6,85.0
2021-12-30 13:56:00+08:00,4935.6,4937.2,4934.8,4937.0,76.0
2021-12-30 13:57:00+08:00,4937.2,4937.2,4935.6,4936.2,59.0
2021-12-30 13:58:00+08:00,4936.2,4936.2,4933.8,4935.0,90.0
2021-12-30 13:59:00+08:00,4934.8,4935.2,4930.4,4931.0,305.0
2021-12-30 14:00:00+08:00,4931.6,4933.8,4930.8,4932.8,327.0
2021-12-30 14:01:00+08:00,4932.8,4935.6,4931.4,4934.6,280.0
2021-12-30 14:02:00+08:00,4934.6,4934.8,4931.8,4934.4,163.0
2021-12-30 14:03:00+08:00,4934.4,4934.4,4931.8,4932.2,110.0
2021-12-30 14:04:00+08:00,4932.2,4932.6,4929.6,4929.6,313.0
2021-12-30 14:05:00+08:00,4929.6,4930.8,4928.8,4929.2,308.0
2021-12-30 14:06:00+08:00,4928.8,4930.8,4928.6,4929.8,174.0
2021-12-30 14:07:00+08:00,4929.8,4931.0,4929.2,4930.2,107.0
2021-12-30 14:08:00+08:00,4930.0,4935.4,4930.0,4934.8,255.0
2021-12-30 14:09:00+08:00,4934.8,4938.4,4934.2,4937.4,277.0
2021-12-30 14:10:00+08:00,4937.4,4937.6,4934.2,4934.8,216.0
2021-12-30 14:11:00+08:00,4935.0,4936.4,4934.8,4935.2,160.0
2021-12-30 14:12:00+08:00,4935.2,4935.8,4934.0,4934.6,96.0
2021-12-30 14:13:00+08:00,4934.8,4937.2,4934.8,4937.2,115.0
2021-12-30 14:14:00+08:00,4937.4,4939.0,4936.0,4937.8,234.0
2021-12-30 14:15:00+08:00,4937.8,4940.0,4937.0,4940.0,302.0
2021-12-30 14:16:00+08:00,4940.0,4941.0,4938.6,4940.0,233.0
2021-12-30 14:17:00+08:00,4940.0,4940.0,4938.2,4939.2,113.0
2021-12-30 14:18:00+08:00,4939.4,4939.6,4937.6,4938.2,77.0
2021-12-30 14:19:00+08:00,4938.2,4940.6,4938.2,4940.4,104.0
2021-12-30 14:20:00+08:00,4940.2,4940.6,4939.2,4940.0,119.0
2021-12-30 14:21:00+08:00,4940.0,4940.4,4938.8,4940.2,102.0
2021-12-30 14:22:00+08:00,4940.0,4941.2,4939.0,4941.2,134.0
2021-12-30 14:23:00+08:00,4941.2,4943.0,4939.8,4942.8,222.0
2021-12-30 14:24:00+08:00,4943.0,4943.8,4940.8,4943.0,206.0
2021-12-30 14:25:00+08:00,4943.0,4943.0,4940.4,4942.4,200.0
2021-12-30 14:26:00+08:00,4942.4,4943.6,4941.8,4943.6,83.0
2021-12-30 14:27:00+08:00,4943.6,4944.8,4942.4,4943.2,206.0
2021-12-30 14:28:00+08:00,4943.0,4944.2,4941.8,4942.8,178.0
2021-12-30 14:29:00+08:00,4942.8,4944.6,4942.0,4942.4,80.0
2021-12-30 14:30:00+08:00,4942.6,4944.0,4942.6,4943.4,150.0
2021-12-30 14:31:00+08:00,4943.4,4943.6,4939.8,4940.2,147.0
2021-12-30 14:32:00+08:00,4940.0,4943.4,4939.8,4943.2,157.0
2021-12-30 14:33:00+08:00,4943.0,4943.4,4942.0,4943.4,126.0
2021-12-30 14:34:00+08:00,4943.6,4945.0,4943.2,4944.2,177.0
2021-12-30 14:35:00+08:00,4944.2,4945.4,4943.8,4945.0,93.0
2021-12-30 14:36:00+08:00,4945.6,4945.6,4944.0,4945.2,123.0
2021-12-30 14:37:00+08:00,4945.0,4945.8,4944.0,4945.2,173.0
2021-12-30 14:38:00+08:00,4945.2,4945.6,4944.0,4944.8,82.0
2021-12-30 14:39:00+08:00,4945.0,4945.8,4944.8,4945.6,111.0
2021-12-30 14:40:00+08:00,4945.6,4945.6,4943.2,4943.6,116.0
2021-12-30 14:41:00+08:00,4943.8,4945.4,4943.6,4945.2,167.0
2021-12-30 14:42:00+08:00,4945.4,4946.4,4944.8,4945.4,151.0
2021-12-30 14:43:00+08:00,4945.6,4946.4,4945.4,4945.4,80.0
2021-12-30 14:44:00+08:00,4945.6,4947.6,4945.0,4947.2,138.0
2021-12-30 14:45:00+08:00,4947.4,4947.4,4943.4,4944.0,227.0
2021-12-30 14:46:00+08:00,4944.0,4945.2,4943.8,4944.6,94.0
2021-12-30 14:47:00+08:00,4944.6,4945.0,4943.0,4944.0,126.0
2021-12-30 14:48:00+08:00,4944.0,4944.8,4943.4,4944.2,125.0
2021-12-30 14:49:00+08:00,4944.8,4945.2,4944.2,4945.0,112.0
2021-12-30 14:50:00+08:00,4945.0,4946.4,4944.2,4944.6,252.0
2021-12-30 14:51:00+08:00,4944.6,4945.4,4944.4,4945.4,103.0
2021-12-30 14:52:00+08:00,4945.6,4946.0,4945.0,4946.0,117.0
2021-12-30 14:53:00+08:00,4945.6,4945.6,4944.0,4944.6,178.0
2021-12-30 14:54:00+08:00,4944.4,4945.0,4944.0,4944.2,199.0
2021-12-30 14:55:00+08:00,4943.8,4944.2,4941.8,4942.8,300.0
2021-12-30 14:56:00+08:00,4942.8,4943.0,4940.2,4940.6,425.0
2021-12-30 14:57:00+08:00,4940.4,4940.8,4939.4,4939.8,369.0
2021-12-30 14:58:00+08:00,4940.0,4940.0,4938.4,4938.4,400.0
2021-12-30 14:59:00+08:00,4938.6,4940.0,4938.2,4939.4,436.0
2021-12-30 15:00:00+08:00,4940.0,4940.0,4940.0,4940.0,1.0
2021-12-30 15:24:00+08:00,4940.0,4940.0,4940.0,4940.0,0.0
2021-12-30 15:26:00+08:00,4940.0,4940.0,4940.0,4940.0,0.0
2021-12-30 15:37:00+08:00,4940.0,4940.0,4940.0,4940.0,0.0
2021-12-31 07:04:00+08:00,4940.0,4940.0,4940.0,4940.0,0.0
2021-12-31 09:29:00+08:00,4960.0,4960.0,4960.0,4960.0,147.0
2021-12-31 09:30:00+08:00,4960.2,4966.0,4956.0,4960.0,1655.0
2021-12-31 09:31:00+08:00,4960.0,4962.8,4955.0,4958.0,750.0
2021-12-31 09:32:00+08:00,4958.2,4958.2,4952.2,4954.4,579.0
2021-12-31 09:33:00+08:00,4953.8,4958.6,4953.6,4955.6,591.0
2021-12-31 09:34:00+08:00,4955.8,4958.2,4954.4,4954.4,487.0
2021-12-31 09:35:00+08:00,4955.2,4955.6,4947.2,4947.4,811.0
2021-12-31 09:36:00+08:00,4947.2,4949.0,4945.2,4947.8,596.0
2021-12-31 09:37:00+08:00,4947.2,4949.8,4946.4,4948.6,492.0
2021-12-31 09:38:00+08:00,4948.8,4958.2,4948.8,4958.2,605.0
2021-12-31 09:39:00+08:00,4958.4,4969.2,4958.0,4969.0,1149.0
2021-12-31 09:40:00+08:00,4968.6,4970.0,4964.0,4966.0,767.0
2021-12-31 09:41:00+08:00,4965.8,4966.8,4963.8,4965.8,305.0
2021-12-31 09:42:00+08:00,4965.2,4966.4,4962.4,4966.4,290.0
2021-12-31 09:43:00+08:00,4966.4,4973.4,4966.4,4973.2,767.0
2021-12-31 09:44:00+08:00,4972.2,4973.2,4968.6,4971.0,616.0
2021-12-31 09:45:00+08:00,4970.0,4970.8,4964.6,4965.4,520.0
2021-12-31 09:46:00+08:00,4965.2,4967.0,4962.2,4963.6,328.0
2021-12-31 09:47:00+08:00,4964.0,4966.6,4961.4,4966.0,307.0
2021-12-31 09:48:00+08:00,4966.4,4967.4,4964.4,4967.0,225.0
2021-12-31 09:49:00+08:00,4967.0,4969.0,4963.0,4966.0,420.0
2021-12-31 09:50:00+08:00,4966.0,4966.2,4961.6,4962.8,295.0
2021-12-31 09:51:00+08:00,4963.0,4963.6,4961.0,4962.4,284.0
2021-12-31 09:52:00+08:00,4962.2,4962.6,4960.4,4960.8,231.0
2021-12-31 09:53:00+08:00,4961.0,4962.4,4957.6,4958.6,325.0
2021-12-31 09:54:00+08:00,4957.8,4959.8,4953.6,4955.2,469.0
2021-12-31 09:55:00+08:00,4955.0,4955.0,4952.2,4954.6,412.0
2021-12-31 09:56:00+08:00,4954.4,4957.0,4953.6,4956.8,222.0
2021-12-31 09:57:00+08:00,4956.8,4957.0,4954.0,4956.0,156.0
2021-12-31 09:58:00+08:00,4956.2,4961.6,4955.6,4961.6,324.0
2021-12-31 09:59:00+08:00,4961.0,4964.0,4958.8,4963.6,254.0
2021-12-31 10:00:00+08:00,4963.4,4963.4,4958.4,4958.4,298.0
2021-12-31 10:01:00+08:00,4958.2,4959.8,4956.0,4959.4,226.0
2021-12-31 10:02:00+08:00,4959.4,4961.2,4957.4,4960.2,147.0
2021-12-31 10:03:00+08:00,4960.6,4961.8,4958.0,4958.6,221.0
2021-12-31 10:04:00+08:00,4958.6,4960.2,4955.8,4955.8,163.0
2021-12-31 10:05:00+08:00,4956.0,4958.4,4954.4,4957.6,235.0
2021-12-31 10:06:00+08:00,4957.4,4960.2,4957.4,4959.4,99.0
2021-12-31 10:07:00+08:00,4960.0,4961.0,4956.8,4959.6,152.0
2021-12-31 10:08:00+08:00,4959.6,4959.6,4957.8,4958.2,63.0
2021-12-31 10:09:00+08:00,4958.2,4958.8,4955.6,4957.6,148.0
2021-12-31 10:10:00+08:00,4957.6,4958.0,4955.2,4957.8,148.0
2021-12-31 10:11:00+08:00,4957.8,4958.2,4955.4,4957.8,166.0
2021-12-31 10:12:00+08:00,4957.8,4958.6,4955.2,4958.0,150.0
2021-12-31 10:13:00+08:00,4958.0,4958.0,4955.2,4955.4,85.0
2021-12-31 10:14:00+08:00,4956.0,4956.0,4952.2,4953.6,189.0
2021-12-31 10:15:00+08:00,4953.6,4954.0,4948.6,4949.6,378.0
2021-12-31 10:16:00+08:00,4948.8,4950.4,4947.8,4950.4,236.0
2021-12-31 10:17:00+08:00,4950.2,4950.2,4947.6,4948.8,171.0
2021-12-31 10:18:00+08:00,4948.0,4950.6,4948.0,4950.0,96.0
2021-12-31 10:19:00+08:00,4950.0,4953.4,4949.4,4953.2,187.0
2021-12-31 10:20:00+08:00,4953.0,4953.0,4950.6,4953.0,110.0
2021-12-31 10:21:00+08:00,4953.4,4955.6,4952.8,4952.8,179.0
2021-12-31 10:22:00+08:00,4952.8,4956.8,4952.8,4956.8,144.0
2021-12-31 10:23:00+08:00,4956.8,4957.0,4954.4,4956.0,100.0
2021-12-31 10:24:00+08:00,4956.6,4958.4,4956.0,4956.4,137.0
2021-12-31 10:25:00+08:00,4956.4,4958.0,4955.6,4957.0,152.0
2021-12-31 10:26:00+08:00,4956.6,4957.8,4955.8,4956.0,117.0
2021-12-31 10:27:00+08:00,4956.0,4957.8,4956.0,4956.0,91.0
2021-12-31 10:28:00+08:00,4956.0,4958.8,4956.0,4958.0,113.0
2021-12-31 10:29:00+08:00,4957.4,4957.4,4954.8,4955.4,116.0
2021-12-31 10:30:00+08:00,4955.4,4955.4,4952.0,4954.0,248.0
2021-12-31 10:31:00+08:00,4953.6,4954.4,4952.0,4953.2,81.0
2021-12-31 10:32:00+08:00,4953.4,4954.6,4951.8,4954.0,125.0
2021-12-31 10:33:00+08:00,4954.0,4955.6,4953.6,4955.4,70.0
2021-12-31 10:34:00+08:00,4954.8,4954.8,4953.2,4954.2,53.0
